"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0011556MOR","41.816488999999997|Lueders, Kate|2017-03-28","-88.077183000000005|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","367|Lueders, Kate|2017-03-28"
"0011557MOR","41.327969000000003|Lueders, Kate|2017-03-26","-88.421629999999993|Lueders, Kate|2017-03-26","WGS84|Lueders, Kate|2017-03-26","Kate Lueders|Lueders, Kate|2017-03-26","Based on collector description|Lueders, Kate|2017-03-26","GeoLocate|Lueders, Kate|2017-03-26","208|Lueders, Kate|2017-03-26"
"0011558MOR","41.20767|Lueders, Kate|2017-03-26","-88.007549999999995|Lueders, Kate|2017-03-26","WGS84|Lueders, Kate|2017-03-26","Kate Lueders|Lueders, Kate|2017-03-26","Based on collector description|Lueders, Kate|2017-03-26","GeoLocate|Lueders, Kate|2017-03-26","489|Lueders, Kate|2017-03-26"
"0011559MOR","41.569578|Lueders, Kate|2017-03-26","-88.590967000000006|Lueders, Kate|2017-03-26","WGS84|Lueders, Kate|2017-03-26","Kate Lueders|Lueders, Kate|2017-03-26","Based on collector description|Lueders, Kate|2017-03-26","GeoLocate|Lueders, Kate|2017-03-26","377|Lueders, Kate|2017-03-26"
"0011560MOR","42.610605|Lueders, Kate|2017-03-28","-88.232496999999995|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","73|Lueders, Kate|2017-03-28"
"0011561MOR","41.173679999999997|Lueders, Kate|2017-03-28","-87.434151999999997|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","564|Lueders, Kate|2017-03-28"
"0011562MOR","41.284866999999998|Lueders, Kate|2017-03-28","-86.609211000000002|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","343|Lueders, Kate|2017-03-28"
"0011563MOR","41.310118000000003|Lueders, Kate|2017-03-26","-87.036426000000006|Lueders, Kate|2017-03-26","WGS84|Lueders, Kate|2017-03-26","Kate Lueders|Lueders, Kate|2017-03-26","Based on collector description|Lueders, Kate|2017-03-26","GeoLocate|Lueders, Kate|2017-03-26","119|Lueders, Kate|2017-03-26"
"0011564MOR","42.630780000000001|Lueders, Kate|2017-03-28","-88.764944|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","969|Lueders, Kate|2017-03-28"
"0011565MOR","42.546548000000001|Lueders, Kate|2017-03-28","-88.578058999999996|Lueders, Kate|2017-03-28","WGS84|Lueders, Kate|2017-03-28","Kate Lueders|Lueders, Kate|2017-03-28","Based on collector description|Lueders, Kate|2017-03-28","GeoLocate|Lueders, Kate|2017-03-28","267|Lueders, Kate|2017-03-28"
"0011566MOR","41.452066000000002|Lueders, Kate|2017-03-26","-88.196530999999993|Lueders, Kate|2017-03-26","WGS84|Lueders, Kate|2017-03-26","Kate Lueders|Lueders, Kate|2017-03-26","Based on collector description|Lueders, Kate|2017-03-26","GeoLocate|Lueders, Kate|2017-03-26","269|Lueders, Kate|2017-03-26"
"0011587MOR","41.831549000000003|Bannon, Lee|2019-08-08","-87.938151000000005|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","85|Bannon, Lee|2019-08-08"
"0011609MOR","41.818381000000002|Bannon, Lee|2019-08-22","-88.066706999999994|Bannon, Lee|2019-08-22","WGS84|Bannon, Lee|2019-08-22","Louise & Lee|Bannon, Lee|2019-08-22","based on collectors description|Bannon, Lee|2019-08-22","GeoLocate|Bannon, Lee|2019-08-22","98|Bannon, Lee|2019-08-22"
"0011610MOR","41.818437000000003|Bannon, Lee|2019-08-08","-88.065691000000001|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","150|Bannon, Lee|2019-08-08"
"0011611MOR","41.819811999999999|Bannon, Lee|2019-08-08","-88.060261999999994|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","202|Bannon, Lee|2019-08-08"
"0011642MOR","41.975580999999998|Bannon, Lee|2019-08-15","-88.266925999999998|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","496|Bannon, Lee|2019-08-15"
"0011740MOR","41.821027000000001|Bannon, Lee|2019-08-22","-88.081226000000001|Bannon, Lee|2019-08-22","WGS84|Bannon, Lee|2019-08-22","Louise & Lee|Bannon, Lee|2019-08-22","based on collectors description|Bannon, Lee|2019-08-22","GeoLocate|Bannon, Lee|2019-08-22","103|Bannon, Lee|2019-08-22"
"0011741MOR","41.816325999999997|Bannon, Lee|2019-08-08","-88.065175999999994|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","147|Bannon, Lee|2019-08-08"
"0011764MOR","41.815998|Bannon, Lee|2019-08-22","-88.076559000000003|Bannon, Lee|2019-08-22","WGS84|Bannon, Lee|2019-08-22","Louise & Lee|Bannon, Lee|2019-08-22","based on collectors description|Bannon, Lee|2019-08-22","GeoLocate|Bannon, Lee|2019-08-22","99|Bannon, Lee|2019-08-22"
"0011779MOR","41.820599000000001|Bannon, Lee|2019-08-15","-88.060434000000001|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","106|Bannon, Lee|2019-08-15"
"0011783MOR","41.818444999999997|Bannon, Lee|2019-08-08","-88.064949999999996|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","149|Bannon, Lee|2019-08-08"
"0011836MOR","41.812955000000002|Bannon, Lee|2019-08-15","-88.089293999999995|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","195|Bannon, Lee|2019-08-15"
"0011837MOR","41.813350999999997|Bannon, Lee|2019-08-08","-88.076955999999996|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","213|Bannon, Lee|2019-08-08"
"0011848MOR","41.818261|Bannon, Lee|2019-08-08","-88.053610000000006|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","210|Bannon, Lee|2019-08-08"
"0011849MOR","41.965302000000001|Bannon, Lee|2019-09-19","-88.223195000000004|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","152|Bannon, Lee|2019-09-19"
"0011917MOR","41.818804999999998|Bannon, Lee|2019-08-15","-88.058653000000007|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","205|Bannon, Lee|2019-08-15"
"0011919MOR","41.820642999999997|Bannon, Lee|2019-08-08","-88.076548000000003|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","274|Bannon, Lee|2019-08-08"
"0011922MOR","41.813879|Bannon, Lee|2019-08-22","-88.050606000000002|Bannon, Lee|2019-08-22","WGS84|Bannon, Lee|2019-08-22","Louise & Lee|Bannon, Lee|2019-08-22","based on collectors description|Bannon, Lee|2019-08-22","GeoLocate|Bannon, Lee|2019-08-22","198|Bannon, Lee|2019-08-22"
"0011923MOR","41.822946000000002|Bannon, Lee|2019-08-08","-88.055327000000005|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","202|Bannon, Lee|2019-08-08"
"0011951MOR","41.821266999999999|Bannon, Lee|2019-08-29","-88.084058999999996|Bannon, Lee|2019-08-29","WGS84|Bannon, Lee|2019-08-29","Louise & Lee|Bannon, Lee|2019-08-29","based on collectors description|Bannon, Lee|2019-08-29","GeoLocate|Bannon, Lee|2019-08-29","125|Bannon, Lee|2019-08-29"
"0011977MOR","41.814734999999999|Bannon, Lee|2019-07-11","-88.086642999999995|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","100|Bannon, Lee|2019-07-11"
"0012004MOR","41.703752000000001|Bannon, Lee|2019-07-18","-87.955995999999999|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","608|Bannon, Lee|2019-07-18"
"0012016MOR","41.815089|Bannon, Lee|2019-07-11","-88.082975000000005|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","101|Bannon, Lee|2019-07-11"
"0012026MOR","41.811087999999998|Bannon, Lee|2019-08-08","-88.070052000000004|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","79|Bannon, Lee|2019-08-08"
"0012062MOR","41.870207999999998|Bannon, Lee|2020-01-09","-88.189704000000006|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","216|Bannon, Lee|2020-01-09"
"0012063MOR","41.887166999999998|Bannon, Lee|2020-01-09","-88.039705999999995|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","210|Bannon, Lee|2020-01-09"
"0012064MOR","41.887166999999998|Bannon, Lee|2020-01-30","-88.039705999999995|Bannon, Lee|2020-01-30","WGS84|Bannon, Lee|2020-01-30","Louise & Lee|Bannon, Lee|2020-01-30","based on collectors description|Bannon, Lee|2020-01-30","GeoLocate|Bannon, Lee|2020-01-30","210|Bannon, Lee|2020-01-30"
"0012067MOR","41.841970000000003|Bannon, Lee|2020-01-09","-88.059043000000003|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","205|Bannon, Lee|2020-01-09"
"0012068MOR","41.887166999999998|Bannon, Lee|2020-01-09","-88.039705999999995|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","210|Bannon, Lee|2020-01-09"
"0012075MOR","41.667104000000002|Fertig, Walter|2017-01-28","-87.007181000000003|Fertig, Walter|2017-01-28","","","","","400|Fertig, Walter|2017-01-28"
"0012107MOR","41.819566999999999|Bannon, Lee|2019-08-08","-88.070571999999999|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","98|Bannon, Lee|2019-08-08"
"0012108MOR","41.821058999999998|Bannon, Lee|2019-07-11","-88.059768000000005|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","103|Bannon, Lee|2019-07-11"
"0012111MOR","41.821922999999998|Bannon, Lee|2019-07-11","-88.059231999999994|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","499|Bannon, Lee|2019-07-11"
"0012124MOR","41.813138000000002|Bannon, Lee|2019-07-11","-88.089841000000007|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","97|Bannon, Lee|2019-07-11"
"0012125MOR","41.812370999999999|Bannon, Lee|2019-07-11","-88.048040999999998|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","148|Bannon, Lee|2019-07-11"
"0012203MOR","41.800494999999998|Bannon, Lee|2020-01-30","-88.184715999999995|Bannon, Lee|2020-01-30","WGS84|Bannon, Lee|2020-01-30","Louise & Lee|Bannon, Lee|2020-01-30","based on collectors description|Bannon, Lee|2020-01-30","GeoLocate|Bannon, Lee|2020-01-30","195|Bannon, Lee|2020-01-30"
"0012204MOR","41.869292000000002|Bannon, Lee|2020-01-30","-88.191034999999999|Bannon, Lee|2020-01-30","WGS84|Bannon, Lee|2020-01-30","Louise & Lee|Bannon, Lee|2020-01-30","based on collectors description|Bannon, Lee|2020-01-30","GeoLocate|Bannon, Lee|2020-01-30","208|Bannon, Lee|2020-01-30"
"0012205MOR","41.815112999999997|Bannon, Lee|2020-01-30","-88.139484999999993|Bannon, Lee|2020-01-30","WGS84|Bannon, Lee|2020-01-30","Louise & Lee|Bannon, Lee|2020-01-30","based on collectors description|Bannon, Lee|2020-01-30","GeoLocate|Bannon, Lee|2020-01-30","200|Bannon, Lee|2020-01-30"
"0012211MOR","41.818440000000002|Bannon, Lee|2019-10-31","-88.043942999999999|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","98|Bannon, Lee|2019-10-31"
"0012220MOR","41.868402000000003|Bannon, Lee|2020-01-09","-88.190111999999999|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","216|Bannon, Lee|2020-01-09"
"0012235MOR","41.819783000000001|Bannon, Lee|2019-07-11","-87.927605|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","50|Bannon, Lee|2019-07-11"
"0012239MOR","41.773186000000003|Bannon, Lee|2019-07-11","-88.137592999999995|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","1997|Bannon, Lee|2019-07-11"
"0012258MOR","41.942917000000001|Bannon, Lee|2019-08-01","-87.977356999999998|Bannon, Lee|2019-08-01","WGS84|Bannon, Lee|2019-08-01","Louise & Lee|Bannon, Lee|2019-08-01","based on collectors description|Bannon, Lee|2019-08-01","GeoLocate|Bannon, Lee|2019-08-01","98|Bannon, Lee|2019-08-01"
"0012273MOR","","","","","","",""
"0012302MOR","41.797167999999999|Bannon, Lee|2020-01-09","-88.181970000000007|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","194|Bannon, Lee|2020-01-09"
"0012349MOR","41.817701|Bannon, Lee|2019-07-11","-88.047730000000001|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","526|Bannon, Lee|2019-07-11"
"0012374MOR","41.813797999999998|Bannon, Lee|2019-07-18","-88.041105999999999|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","353|Bannon, Lee|2019-07-18"
"0012430MOR","41.817365000000002|Bannon, Lee|2019-07-11","-88.058181000000005|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","102|Bannon, Lee|2019-07-11"
"0012436MOR","41.815455999999998|Bannon, Lee|2019-07-18","-88.085279|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","98|Bannon, Lee|2019-07-18"
"0012457MOR","41.769257000000003|Bannon, Lee|2019-07-11","-88.143396999999993|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","197|Bannon, Lee|2019-07-11"
"0012458MOR","41.815192000000003|Bannon, Lee|2019-07-11","-88.084860000000006|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","101|Bannon, Lee|2019-07-11"
"0012474MOR","41.813831|Bannon, Lee|2019-07-11","-88.075282000000001|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","109|Bannon, Lee|2019-07-11"
"0012488MOR","41.839418000000002|Bannon, Lee|2020-01-30","-88.173473000000001|Bannon, Lee|2020-01-30","WGS84|Bannon, Lee|2020-01-30","Louise & Lee|Bannon, Lee|2020-01-30","based on collectors description|Bannon, Lee|2020-01-30","GeoLocate|Bannon, Lee|2020-01-30","211|Bannon, Lee|2020-01-30"
"0012490MOR","41.869746999999997|Bannon, Lee|2020-01-09","-88.185687000000001|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","213|Bannon, Lee|2020-01-09"
"0012492MOR","41.831871999999997|Bannon, Lee|2020-01-09","-88.169267000000005|Bannon, Lee|2020-01-09","WGS84|Bannon, Lee|2020-01-09","Louise & Lee|Bannon, Lee|2020-01-09","based on collectors description|Bannon, Lee|2020-01-09","GeoLocate|Bannon, Lee|2020-01-09","145|Bannon, Lee|2020-01-09"
"0012525MOR","41.813192999999998|Bannon, Lee|2019-07-11","-88.089493000000004|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","204|Bannon, Lee|2019-07-11"
"0012528MOR","41.812314999999998|Bannon, Lee|2019-10-31","-88.077814000000004|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","49|Bannon, Lee|2019-10-31"
"0012531MOR","41.816681000000003|Bannon, Lee|2019-07-11","-88.078457999999998|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","203|Bannon, Lee|2019-07-11"
"0012547MOR","41.963473|Bannon, Lee|2019-07-11","-88.239878000000004|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","114|Bannon, Lee|2019-07-11"
"0012593MOR","41.815033999999997|Bannon, Lee|2019-10-31","-88.055760000000006|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","103|Bannon, Lee|2019-10-31"
"0012620MOR","41.623688000000001|Fertig, Walter|2017-01-29","-86.972761000000006|Fertig, Walter|2017-01-29","","","","","200|Fertig, Walter|2017-01-29"
"0012638MOR","41.814503000000002|Bannon, Lee|2019-07-11","-88.089702000000003|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","309|Bannon, Lee|2019-07-11"
"0012673MOR","","","","","","",""
"0012720MOR","41.817365000000002|Bannon, Lee|2019-07-25","-88.058181000000005|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","102|Bannon, Lee|2019-07-25"
"0012744MOR","41.820087000000001|Bannon, Lee|2019-07-25","-88.082088999999996|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","198|Bannon, Lee|2019-07-25"
"0012754MOR","41.818764000000002|Bannon, Lee|2019-07-11","-88.075293000000002|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","107|Bannon, Lee|2019-07-11"
"0012780MOR","41.811858999999998|Bannon, Lee|2019-08-15","-88.067402000000001|Bannon, Lee|2019-08-15","WGS84|Bannon, Lee|2019-08-15","Louise & Lee|Bannon, Lee|2019-08-15","based on collectors description|Bannon, Lee|2019-08-15","GeoLocate|Bannon, Lee|2019-08-15","185|Bannon, Lee|2019-08-15"
"0012782MOR","41.813191000000003|Bannon, Lee|2019-07-18","-88.054254|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","296|Bannon, Lee|2019-07-18"
"0012811MOR","41.816916999999997|Bannon, Lee|2019-07-18","-88.065293999999994|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","96|Bannon, Lee|2019-07-18"
"0012812MOR","41.815238000000001|Bannon, Lee|2019-07-11","-88.060305|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","617|Bannon, Lee|2019-07-11"
"0012837MOR","41.782152000000004|Bannon, Lee|2019-08-01","-88.030788999999999|Bannon, Lee|2019-08-01","WGS84|Bannon, Lee|2019-08-01","Louise & Lee|Bannon, Lee|2019-08-01","based on collectors description|Bannon, Lee|2019-08-01","GeoLocate|Bannon, Lee|2019-08-01","247|Bannon, Lee|2019-08-01"
"0012866MOR","41.821469999999998|Bannon, Lee|2019-07-18","-88.077051999999995|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","99|Bannon, Lee|2019-07-18"
"0012923MOR","41.817988999999997|Bannon, Lee|2019-07-18","-88.053523999999996|Bannon, Lee|2019-07-18","WGS84|Bannon, Lee|2019-07-18","Louise & Lee|Bannon, Lee|2019-07-18","based on collectors description|Bannon, Lee|2019-07-18","GeoLocate|Bannon, Lee|2019-07-18","125|Bannon, Lee|2019-07-18"
"0012945MOR","41.769405999999996|Bannon, Lee|2019-07-11","-88.143687|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","406|Bannon, Lee|2019-07-11"
"0012946MOR","41.818517|Bannon, Lee|2019-07-11","-88.053567000000001|Bannon, Lee|2019-07-11","WGS84|Bannon, Lee|2019-07-11","Louise & Lee|Bannon, Lee|2019-07-11","based on collectors description|Bannon, Lee|2019-07-11","GeoLocate|Bannon, Lee|2019-07-11","107|Bannon, Lee|2019-07-11"
"0012954MOR","41.818733000000002|Bannon, Lee|2019-07-25","-88.061988999999997|Bannon, Lee|2019-07-25","WGS84|Bannon, Lee|2019-07-25","Louise & Lee|Bannon, Lee|2019-07-25","based on collectors description|Bannon, Lee|2019-07-25","GeoLocate|Bannon, Lee|2019-07-25","104|Bannon, Lee|2019-07-25"
