"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","country","county","cultivationstatus","dateidentified","eventdate","georeferenceprotocol","habitat","identificationremarks","identifiedby","locality","localitysecurity","localitysecurityreason","municipality","occurrenceremarks","processingstatus","sciname","startdayofyear","stateprovince","stateProvince","verbatimattributes","verbatimcoordinates","verbatimeventdate","year"
"0062001MOR","44.279801999999997","-68.325017000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","3036","","","","","","","","","","","","","","","","","","","","","","",""
"0062002MOR","39.823926999999998","-89.027302000000006","WGS84","louise & lee","based on collectors description","GeoLocate","90","","","","","","","","","","","","","","","","","","","","","","",""
"0062003MOR","39.029245000000003","-89.800235000000001","WGS84","louise & lee","based on collectors description","GeoLocate","219","","","","","","","","","","","","","","","","","","","","","","",""
"0062004MOR","39.028978000000002","-89.800062999999994","WGS84","louise & lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062005MOR","39.028978000000002","-89.800062999999994","WGS84","louise & lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062006MOR","39.220717999999998","-89.759765000000002","WGS84","louise & lee","based on collectors description","GeoLocate","190","","","","","","","","","","","","","","","","","","","","","","",""
"0062007MOR","39.195594","-89.767898000000002","WGS84","louise & lee","based on collectors description","GeoLocate","193","","","","","","","","","","","","","","","","","","","","","","",""
"0062008MOR","38.981909000000002","-90.025461000000007","WGS84","louise & lee","based on collector's discription","GeoLocate","201","","","","","","","","","","","","","","","","","","","","","","",""
"0062009MOR","38.715801999999996","-88.752243000000007","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1082","","","","","","","","","","","","","","","","","","","","","","",""
"0062010MOR","38.802374999999998","-88.846722","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1020","","","","","","","","","","","","","","","","","","","","","","",""
"0062011MOR","41.120837999999999","-89.421548999999999","WGS84","louise & lee","based on collector's discription","GeoLocate","722","","","","","","","","","","","","","","","","","","","","","","",""
"0062012MOR","40.153348000000001","-89.762099000000006","WGS84","louise & lee","based on collector's discription","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0062014MOR","37.130772","-88.617385999999996","WGS84","louise & lee","based on collector's discription","GeoLocate","94","","","","","","","","","","","","","","","","","","","","","","",""
"0062015MOR","40.330638999999998","-90.893162000000004","WGS84","louise & lee","based on collector's discription","GeoLocate","225","","","","","","","","","","","","","","","","","","","","","","",""
"0062016MOR","40.426125999999996","-90.810508999999996","WGS84","louise & lee","based on collector's discription","GeoLocate","56","","","","","","","","","","","","","","","","","","","","","","",""
"0062017MOR","40.642947999999997","-88.926248000000001","WGS84","louise & lee","based on collector's discription","GeoLocate","207","","","","","","","","","","","","","","","","","","","","","","",""
"0062018MOR","39.978034000000001","-89.846101000000004","WGS84","louise & lee","based on collector's discription","GeoLocate","192","","","","","","","","","","","","","","","","","","","","","","",""
"0062019MOR","41.141435000000001","-90.876931999999996","WGS84","louise & lee","based on collector's discription","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062020MOR","38.275306999999998","-89.971194999999994","WGS84","Louise & Lee","based on collectors description","GeoLocate","130","","","","","","","","","","","","","","","","","","","","","","",""
"0062021MOR","39.246704000000001","-89.576420999999996","WGS84","Louise & Lee","based on collectors description","GeoLocate","122","","","","","","","","","","","","","","","","","","","","","","",""
"0062022MOR","39.270947","-89.661130999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","","","","","","","","","","","","","","","","","","","","","","",""
"0062023MOR","39.232478","-89.584468000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","127","","","","","","","","","","","","","","","","","","","","","","",""
"0062024MOR","39.270515000000003","-89.661389","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","","","","","","","","","","","","","","","","","","","","","","",""
"0062025MOR","39.848548000000001","-90.462040000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062026MOR","39.787776000000001","-90.226950000000002","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2081","","","","","","","","","","","","","","","","","","","","","","",""
"0062027MOR","39.617294000000001","-88.695804999999993","WGS84","Louise & Lee","based on collectors description","GeoLocate","165","","","","","","","","","","","","","","","","","","","","","","",""
"0062028MOR","40.821305000000002","-89.808584999999994","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2062","","","","","","","","","","","","","","","","","","","","","","",""
"0062029MOR","40.688648999999998","-89.645099999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","301","","","","","","","","","","","","","","","","","","","","","","",""
"0062030MOR","40.699565999999997","-89.631309999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","1201","","","","","","","","","","","","","","","","","","","","","","",""
"0062031MOR","38.101472999999999","-89.396521000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","","","","","","","","","","","","","","","","","","","","","","",""
"0062032MOR","39.446027000000001","-90.868818000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","136","","","","","","","","","","","","","","","","","","","","","","",""
"0062033MOR","44.987772999999997","-93.181855999999996","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","204","","","","","","","","","","","","","","","","","","","","","","",""
"0062034MOR","44.987347999999997","-93.181942000000006","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062035MOR","44.987712000000002","-93.181083999999998","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","214","","","","","","","","","","","","","","","","","","","","","","",""
"0062036MOR","19.783252000000001","-100.655794","WGS84","Louise & Lee","based on collectors description","GeoLocate","1020","","","","","","","","","","","","","","","","","","","","","","",""
"0062037MOR","19.429424000000001","-101.758185","WGS84","Louise & Lee","based on collectors description","GeoLocate","215","","","","","","","","","","","","","","","","","","","","","","",""
"0062038MOR","44.966949999999997","-93.237485000000007","WGS84","Louise & Lee","based on Collectors description","GeoLocate","256","","","","","","","","","","","","","","","","","","","","","","",""
"0062039MOR","19.532872999999999","-101.253958","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","","","","","","","","","","","","","","","","","","","","","","",""
"0062040MOR","19.429424000000001","-101.758185","WGS84","Louise & Lee","based on collectors description","GeoLocate","215","","","","","","","","","","","","","","","","","","","","","","",""
"0062041MOR","19.466124000000001","-100.491517","WGS84","Louise & Lee","based on collectors description","GeoLocate","219","","","","","","","","","","","","","","","","","","","","","","",""
"0062042MOR","19.427852999999999","-101.757851","WGS84","Louise & Lee","based on collectors description","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0062043MOR","19.413197","-101.703354","WGS84","Louise & Lee","based on collectors description","GeoLocate","2111","","","","","","","","","","","","","","","","","","","","","","",""
"0062044MOR","44.966769999999997","-93.240221000000005","WGS84","Louise & Lee","based on Collectors description","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0062050MOR","44.967300999999999","-93.240864999999999","WGS84","Louise & Lee","based on Collectors description","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0062054MOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0062056MOR","44.987378","-93.181254999999993","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","214","","","","","","","","","","","","","","","","","","","","","","",""
"0062062MOR","44.987833999999999","-93.181640999999999","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062068MOR","44.987727","-93.180503999999999","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062074MOR","44.988016000000002","-93.181341000000003","WGS84","Louise & Lee","based on Collectors description/believe in Ramsey Cty.","GeoLocate","229","","","","","","","","","","","","","","","","","","","","","","",""
"0062103MOR","31.150559000000001","-81.492247000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","2000","","","","","","","","","","","","","","","","","","","","","","",""
"0062154MOR","42.042206999999998","-88.001587999999998","WGS84","Louise and Lee","based on collectors description","GeoLocate","218","","","","","","","","","","","","","","","","","","","","","","",""
"0062156MOR","42.043461000000001","-88.001377000000005","WGS84","Louise and Lee","based on collectors description","GeoLocate","176","","","","","","","","","","","","","","","","","","","","","","",""
"0062157MOR","42.042366000000001","-88.000043000000005","WGS84","Louise and Lee","based on collectors description","GeoLocate","218","","","","","","","","","","","","","","","","","","","","","","",""
"0062179MOR","30.685748","-84.841308999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0062180MOR","30.685748","-84.841308999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0062181MOR","34.517463999999997","-93.055164000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","1020","","","","","","","","","","","","","","","","","","","","","","",""
"0062182MOR","30.044723000000001","-99.141183999999996","WGS84","Louise & Lee","based on collectors description","GeoLocate","1979","","","","","","","","","","","","","","","","","","","","","","",""
"0062183MOR","35.236226000000002","-82.349283999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","1970","","","","","","","","","","","","","","","","","","","","","","",""
"0062184MOR","35.236226000000002","-82.349283999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","2031","","","","","","","","","","","","","","","","","","","","","","",""
"0062188MOR","37.893124999999998","-122.243415","WGS84","Louise & Lee","based on collectors description","GeoLocate","120","","","","","","","","","","","","","","","","","","","","","","",""
"0062189MOR","48.803092999999997","-123.75069000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","","","","","","","","","","","","","","","","","","","","","","",""
"0062190MOR","49.533332999999999","-124.816667","WGS84","Louise & Lee","based on collectors description","GeoLocate","1933","","","","","","","","","","","","","","","","","","","","","","",""
"0062191MOR","48.422626000000001","-123.37283100000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","1974","","","","","","","","","","","","","","","","","","","","","","",""
"0062192MOR","48.422626000000001","-123.37283100000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","1974","","","","","","","","","","","","","","","","","","","","","","",""
"0062193MOR","49.208708999999999","-123.971024","WGS84","Louise & Lee","based on collectors description","GeoLocate","214","","","","","","","","","","","","","","","","","","","","","","",""
"0062194MOR","42.411938999999997","-122.083195","WGS84","Louise & Lee","based on collectors description","GeoLocate","1952","","","","","","","","","","","","","","","","","","","","","","",""
"0062195MOR","48.456667000000003","-123.32555600000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","229","","","","","","","","","","","","","","","","","","","","","","",""
"0062196MOR","44.987782000000003","-93.180936000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062197MOR","44.987782000000003","-93.180936000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062198MOR","44.987782000000003","-93.180936000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062199MOR","44.987782000000003","-93.180936000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062200MOR","44.987782000000003","-93.180936000000003","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062262MOR","30.944295","-103.85704699999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","1914","","","","","","","","","","","","","","","","","","","","","","",""
"0062263MOR","29.268528","-103.30204000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","305","","","","","","","","","","","","","","","","","","","","","","",""
"0062264MOR","29.243476999999999","-103.30457","WGS84","Louise & Lee","based on collectors description","GeoLocate","190","","","","","","","","","","","","","","","","","","","","","","",""
"0062265MOR","29.245085","-103.305494","WGS84","Louise & Lee","based on collectors description","GeoLocate","186","","","","","","","","","","","","","","","","","","","","","","",""
"0062266MOR","30.58859","-103.895194","WGS84","Louise & Lee","based on collectors description","GeoLocate","87","","","","","","","","","","","","","","","","","","","","","","",""
"0062267MOR","29.281866999999998","-103.336566","WGS84","Louise & Lee","based on collectors description","GeoLocate","238","","","","","","","","","","","","","","","","","","","","","","",""
"0062268MOR","39.098058000000002","-87.728842","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","199","","","","","","","","","","","","","","","","","","","","","","",""
"0062269MOR","39.274766999999997","-88.173629000000005","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","215","","","","","","","","","","","","","","","","","","","","","","",""
"0062270MOR","40.151032000000001","-88.804095000000004","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","224","","","","","","","","","","","","","","","","","","","","","","",""
"0062271MOR","39.697811999999999","-88.037813999999997","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","231","","","","","","","","","","","","","","","","","","","","","","",""
"0062272MOR","39.538093000000003","-87.826635999999993","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1674","","","","","","","","","","","","","","","","","","","","","","",""
"0062274MOR","38.987347","-88.609071","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0062275MOR","39.039062000000001","-88.871148000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","","","","","","","","","","","","","","","","","","","","","","",""
"0062333MOR","40.413947999999998","-88.019784000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","","","","","","","","","","","","","","","","","","","","","","",""
"0062334MOR","38.086948999999997","-88.951006000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","","","","","","","","","","","","","","","","","","","","","","",""
"0062335MOR","40.333945","-90.189970000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","186","","","","","","","","","","","","","","","","","","","","","","",""
"0062337MOR","39.382182","-90.411460000000005","WGS84","Louise & Lee","based on collectors description/ believe rt267 is rt 67","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0062338MOR","38.231270000000002","-88.692023000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","","","","","","","","","","","","","","","","","","","","","","",""
"0062339MOR","40.591945000000003","-91.138835","WGS84","Louise & Lee","based on collectors description","GeoLocate","209","","","","","","","","","","","","","","","","","","","","","","",""
"0062340MOR","37.488179000000002","-88.239891","WGS84","Louise & Lee","based on collectors description","GeoLocate","254","","","","","","","","","","","","","","","","","","","","","","",""
"0062399MOR","40.654710000000001","-90.980907999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","188","","","","","","","","","","","","","","","","","","","","","","",""
"0062400MOR","40.750402000000001","-87.719218999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","","","","","","","","","","","","","","","","","","","","","","",""
"0062401MOR","40.816761999999997","-87.590055000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","84","","","","","","","","","","","","","","","","","","","","","","",""
"0062402MOR","40.792630000000003","-87.747563","WGS84","Louise & Lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062403MOR","40.816555000000001","-87.590221999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","84","","","","","","","","","","","","","","","","","","","","","","",""
"0062404MOR","37.936633","-89.170238999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0062410MOR","39.013612000000002","-88.122235000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","185","","","","","","","","","","","","","","","","","","","","","","",""
"0062452MOR","42.501778000000002","-87.812191999999996","WGS84","Louise and Lee","based on collectors description & Wisconsin DNR via internet","GeoLocate","175","","","","","","","","","","","","","","","","","","","","","","",""
"0062463MOR","42.501778000000002","-87.812191999999996","WGS84","Louise and Lee","based on collectors description","GeoLocate","175","","","","","","","","","","","","","","","","","","","","","","",""
"0062571MOR","38.168975000000003","-89.022820999999993","WGS84","louise & lee","based on collectors description","GeoLocate","203","","","","","","","","","","","","","","","","","","","","","","",""
"0062572MOR","38.309550999999999","-89.122699999999995","WGS84","louise & lee","based on collectors description","GeoLocate","146","","","","","","","","","","","","","","","","","","","","","","",""
"0062573MOR","39.034632999999999","-90.535283000000007","WGS84","louise & lee","based on collectors description","GeoLocate","186","","","","","","","","","","","","","","","","","","","","","","",""
"0062574MOR","37.386026000000001","-88.810593999999995","WGS84","louise & lee","based on collectors description","GeoLocate","249","","","","","","","","","","","","","","","","","","","","","","",""
"0062575MOR","37.497416999999999","-88.759354000000002","WGS84","louise & lee","based on collectors description","GeoLocate","184","","","","","","","","","","","","","","","","","","","","","","",""
"0062576MOR","40.988818000000002","-90.384208999999998","WGS84","louise & lee","based on collectors description","GeoLocate","365","","","","","","","","","","","","","","","","","","","","","","",""
"0062577MOR","41.303196999999997","-88.643111000000005","WGS84","louise & lee","based on collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0062578MOR","38.723678999999997","-87.834003999999993","WGS84","louise & lee","based on collectors description","GeoLocate","177","","","","","","","","","","","","","","","","","","","","","","",""
"0062579MOR","38.726365000000001","-87.834220000000002","WGS84","louise & lee","based on collectors description","GeoLocate","101","","","","","","","","","","","","","","","","","","","","","","",""
"0062595MOR","41.065005999999997","-88.791901999999993","WGS84","louise & lee","based on collectors description","GeoLocate","194","","","","","","","","","","","","","","","","","","","","","","",""
"0062596MOR","40.118496999999998","-89.394553000000002","WGS84","louise & lee","based on collectors description","GeoLocate","183","","","","","","","","","","","","","","","","","","","","","","",""
"0062597MOR","31.113036000000001","-86.111097000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","758","","","","","","","","","","","","","","","","","","","","","","",""
"0062598MOR","32.020789999999998","-87.372696000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","","","","","","","","","","","","","","","","","","","","","","",""
"0062599MOR","31.005158000000002","-86.251793000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","527","","","","","","","","","","","","","","","","","","","","","","",""
"0062600MOR","31.220967999999999","-87.186942000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","1945","","","","","","","","","","","","","","","","","","","","","","",""
"0062601MOR","31.228014000000002","-87.192435000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","1945","","","","","","","","","","","","","","","","","","","","","","",""
"0062602MOR","31.2559","-87.191405000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","1073","","","","","","","","","","","","","","","","","","","","","","",""
"0062603MOR","32.468207999999997","-85.814620000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","779","","","","","","","","","","","","","","","","","","","","","","",""
"0062604MOR","30.605388000000001","-87.406256999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","214","","","","","","","","","","","","","","","","","","","","","","",""
"0062605MOR","31.192834999999999","-85.307057999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","1953","","","","","","","","","","","","","","","","","","","","","","",""
"0062606MOR","31.106432999999999","-85.085600999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062607MOR","31.143201000000001","-87.697188999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","2033","","","","","","","","","","","","","","","","","","","","","","",""
"0062608MOR","31.106432999999999","-85.085600999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062609MOR","31.382390000000001","-88.008335000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","2006","","","","","","","","","","","","","","","","","","","","","","",""
"0062610MOR","31.266282","-88.031390000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","2070","","","","","","","","","","","","","","","","","","","","","","",""
"0062611MOR","31.159396999999998","-87.678323000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","2058","","","","","","","","","","","","","","","","","","","","","","",""
"0062612MOR","30.651578000000001","-86.958185","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","","","","","","","","","","","","","","","","","","","","","","",""
"0062613MOR","30.523572000000001","-87.235309999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","213","","","","","","","","","","","","","","","","","","","","","","",""
"0062614MOR","30.673446999999999","-86.567448999999996","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","","","","","","","","","","","","","","","","","","","","","","",""
"0062686MOR","31.929348999999998","-82.679582999999994","WGS84","Louise & Lee","based on collectors description","GeoLocate","1997","","","","","","","","","","","","","","","","","","","","","","",""
"0062687MOR","30.876023","-84.431297999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","1001","","","","","","","","","","","","","","","","","","","","","","",""
"0062688MOR","33.964810999999997","-95.405365000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","10139","","","","","","","","","","","","","","","","","","","","","","",""
"0062689MOR","34.029744999999998","-95.091437999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","498","","","","","","","","","","","","","","","","","","","","","","",""
"0062753MOR","40.094580999999998","-88.535251000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062754MOR","37.897239999999996","-89.821986999999993","WGS84","Louise & Lee","based on collectors description","GeoLocate","179","","","","","","","","","","","","","","","","","","","","","","",""
"0062755MOR","38.598683000000001","-88.056820999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","165","","","","","","","","","","","","","","","","","","","","","","",""
"0062756MOR","37.628996999999998","-88.385450000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","","","","","","","","","","","","","","","","","","","","","","",""
"0062757MOR","39.870052000000001","-89.625403000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","238","","","","","","","","","","","","","","","","","","","","","","",""
"0062758MOR","39.637000999999998","-90.392588000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","131","","","","","","","","","","","","","","","","","","","","","","",""
"0062759MOR","40.169466","-90.337888000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","219","","","","","","","","","","","","","","","","","","","","","","",""
"0062760MOR","39.499389000000001","-88.708854000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","273","","","","","","","","","","","","","","","","","","","","","","",""
"0062762MOR","41.181443000000002","-89.742874","WGS84","Louise & Lee","based on collectors description","GeoLocate","233","","","","","","","","","","","","","","","","","","","","","","",""
"0062763MOR","38.278717","-89.939869999999999","WGS84","Louise & Lee","based on collectors description/believe in Monroe cty","GeoLocate","216","","","","","","","","","","","","","","","","","","","","","","",""
"0062764MOR","40.431255999999998","-89.48912","WGS84","Louise & Lee","based on collectors description","GeoLocate","78","","","","","","","","","","","","","","","","","","","","","","",""
"0062765MOR","40.323509000000001","-87.794629","WGS84","Louise & Lee","based on collectors description","GeoLocate","60","","","","","","","","","","","","","","","","","","","","","","",""
"0062766MOR","40.143704999999997","-87.746602999999993","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","","","","","","","","","","","","","","","","","","","","","","",""
"0062767MOR","38.356856000000001","-87.83408","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","","","","","","","","","","","","","","","","","","","","","","",""
"0062768MOR","38.270780000000002","-89.353924000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0062769MOR","38.278025","-88.677132999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","175","","","","","","","","","","","","","","","","","","","","","","",""
"0062770MOR","38.243136999999997","-88.073824000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","2068","","","","","","","","","","","","","","","","","","","","","","",""
"0062771MOR","37.693955000000003","-89.018897999999993","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","232","","","","","","","","","","","","","","","","","","","","","","",""
"0062772MOR","40.638933000000002","-89.261289000000005","WGS84","Louise & Lee","based on Collectors description","GeoLocate","203","","","","","","","","","","","","","","","","","","","","","","",""
"0062773MOR","40.143507999999997","-87.746689000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","188","","","","","","","","","","","","","","","","","","","","","","",""
"0062774MOR","37.597799999999999","-90.628130999999996","WGS84","Louise","based on Collectors description","GeoLocate","1994","","","","","","","","","","","","","","","","","","","","","","",""
"0062775MOR","40.143245999999998","-87.746346000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","165","","","","","","","","","","","","","","","","","","","","","","",""
"0062777MOR","38.851675","-94.343838000000005","WGS84","Louise","based on Collectors description","GeoLocate","2026","","","","","","","","","","","","","","","","","","","","","","",""
"0062778MOR","40.688648999999998","-89.645099999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","301","","","","","","","","","","","","","","","","","","","","","","",""
"0062779MOR","38.99286","-94.515050000000002","WGS84","Louise","based on Collectors description","GeoLocate","801","","","","","","","","","","","","","","","","","","","","","","",""
"0062780MOR","40.688491999999997","-89.645116999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","229","","","","","","","","","","","","","","","","","","","","","","",""
"0062781MOR","40.703480999999996","-89.619864000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","281","","","","","","","","","","","","","","","","","","","","","","",""
"0062782MOR","38.729638000000001","-88.084485000000001","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2086","","","","","","","","","","","","","","","","","","","","","","",""
"0062784MOR","29.728629000000002","-99.995512000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","2193","","","","","","","","","","","","","","","","","","","","","","",""
"0062785MOR","30.917674000000002","-99.786458999999994","WGS84","Louise & Lee","based on collectors description","GeoLocate","2007","","","","","","","","","","","","","","","","","","","","","","",""
"0062786MOR","29.729133000000001","-99.761448000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","1983","","","","","","","","","","","","","","","","","","","","","","",""
"0062787MOR","29.729133000000001","-99.761448000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","1983","","","","","","","","","","","","","","","","","","","","","","",""
"0062788MOR","29.495466","-99.711744999999993","WGS84","Louise & Lee","based on collectors description","GeoLocate","1986","","","","","","","","","","","","","","","","","","","","","","",""
"0062789MOR","29.627526","-99.424497000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062790MOR","30.03229","-99.137241000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","1955","","","","","","","","","","","","","","","","","","","","","","",""
"0062791MOR","29.603919999999999","-99.746543000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","2069","","","","","","","","","","","","","","","","","","","","","","",""
"0062792MOR","29.794664000000001","-98.731970000000004","WGS84","Louise & Lee","based on collectors description","GeoLocate","2071","","","","","","","","","","","","","","","","","","","","","","",""
"0062793MOR","29.627526","-99.424497000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062794MOR","30.047433000000002","-99.140319000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","1991","","","","","","","","","","","","","","","","","","","","","","",""
"0062795MOR","33.922845000000002","-100.04538100000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","1963","","","","","","","","","","","","","","","","","","","","","","",""
"0062796MOR","30.047433000000002","-99.140319000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","1991","","","","","","","","","","","","","","","","","","","","","","",""
"0062797MOR","25.347705999999999","-100.280631","WGS84","Louise & Lee","based on collectors description","GeoLocate","2017","","","","","","","","","","","","","","","","","","","","","","",""
"0062798MOR","36.513303999999998","-118.782082","WGS84","Louise & Lee","based on collectors description","GeoLocate","2002","","","","","","","","","","","","","","","","","","","","","","",""
