"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0026584MOR","41.712857|bannon-hipp|NA","-87.969303|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","166|bannon-hipp|NA"
"0026585MOR","41.814745|bannon-hipp|NA","-88.048084|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","149|bannon-hipp|NA"
"0026588MOR","41.813927|bannon-hipp|NA","-88.049962|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0026589MOR","41.818213|bannon-hipp|NA","-88.06215|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","196|bannon-hipp|NA"
"0026597MOR","41.754978|bannon-hipp|NA","-88.135662|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0026649MOR","41.796865|bannon-hipp|NA","-88.182225|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0026650MOR","41.739699|bannon-hipp|NA","-88.080773|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0026651MOR","41.791145|bannon-hipp|NA","-88.024131|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0026652MOR","41.797095|bannon-hipp|NA","-88.182139|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0026653MOR","41.819304|bannon-hipp|NA","-88.041894|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0026654MOR","41.821031|bannon-hipp|NA","-88.045911|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","196|bannon-hipp|NA"
"0026655MOR","41.815264|bannon-hipp|NA","-88.080815|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0026660MOR","41.818549|bannon-hipp|NA","-88.053567|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0026661MOR","41.712745|bannon-hipp|NA","-87.969754|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0026774MOR","41.799193|bannon-hipp|NA","-88.047766|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","101|bannon-hipp|NA"
"0026780MOR","41.813415|bannon-hipp|NA","-88.090903|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0026786MOR","41.819048|bannon-hipp|NA","-88.091144|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","206|bannon-hipp|NA"
"0026791MOR","41.819768|bannon-hipp|NA","-88.043257|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0026796MOR","41.816169|bannon-hipp|NA","-88.037903|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0026807MOR","41.814858|bannon-hipp|NA","-88.036899|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0026813MOR","41.812907|bannon-hipp|NA","-88.092019|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0026930MOR","41.812779|bannon-hipp|NA","-88.09159|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0026958MOR","41.9664|bannon-hipp|NA","-88.230072|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0026983MOR","41.93887|bannon-hipp|NA","-87.975442|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","102|bannon-hipp|NA"
"0026984MOR","41.93887|bannon-hipp|NA","-87.975442|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","102|bannon-hipp|NA"
"0027009MOR","41.956699|bannon-hipp|NA","-88.244758|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0027023MOR","41.265732|bannon-hipp|NA","-87.274893|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0027024MOR","42.227186|bannon-hipp|NA","-87.815264|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","259|bannon-hipp|NA"
"0027025MOR","41.526485|bannon-hipp|NA","-88.193392|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","182|bannon-hipp|NA"
"0027026MOR","41.6687|bannon-hipp|NA","-86.412484|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0027027MOR","41.329499|bannon-hipp|NA","-86.737394|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0027028MOR","41.16054|bannon-hipp|NA","-87.523008|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","167|bannon-hipp|NA"
"0027029MOR","41.668169|bannon-hipp|NA","-87.006446|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0027030MOR","41.737112|bannon-hipp|NA","-86.484435|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","176|bannon-hipp|NA"
"0027031MOR","41.623154|bannon-hipp|NA","-87.996655|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","142|bannon-hipp|NA"
"0027032MOR","41.257065|bannon-hipp|NA","-86.891843|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","157|bannon-hipp|NA"
"0027033MOR","42.020642|bannon-hipp|NA","-87.872885|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0027034MOR","41.83414|bannon-hipp|NA","-88.371572|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","151|bannon-hipp|NA"
"0027035MOR","42.150569|bannon-hipp|NA","-87.782884|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0027036MOR","41.635976|bannon-hipp|NA","-88.538051|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","63|bannon-hipp|NA"
"0027037MOR","41.877963|bannon-hipp|NA","-86.603143|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","118|bannon-hipp|NA"
"0027038MOR","41.785166|bannon-hipp|NA","-88.440339|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","191|bannon-hipp|NA"
"0027039MOR","41.817605|bannon-hipp|NA","-88.234231|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","208|bannon-hipp|NA"
"0027040MOR","41.737364|bannon-hipp|NA","-88.850705|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0027041MOR","42.055523|bannon-hipp|NA","-87.883571|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","117|bannon-hipp|NA"
"0027042MOR","41.792618|bannon-hipp|NA","-86.72746|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","188|bannon-hipp|NA"
"0027043MOR","41.158953|bannon-hipp|NA","-87.529623|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","189|bannon-hipp|NA"
"0027044MOR","41.784526|bannon-hipp|NA","-88.275268|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","170|bannon-hipp|NA"
"0027045MOR","41.449208|bannon-hipp|NA","-88.317322|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","105|bannon-hipp|NA"
"0027046MOR","41.783377|bannon-hipp|NA","-86.717381|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0027047MOR","41.734442|bannon-hipp|NA","-87.678307|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0027048MOR","41.978141|bannon-hipp|NA","-87.851206|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","263|bannon-hipp|NA"
"0027049MOR","41.693268|bannon-hipp|NA","-86.320431|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","178|bannon-hipp|NA"
"0027050MOR","41.105606|bannon-hipp|NA","-87.445683|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0027051MOR","42.043367|bannon-hipp|NA","-88.623583|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0027052MOR","41.665203|bannon-hipp|NA","-87.896937|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","132|bannon-hipp|NA"
"0027053MOR","42.267406|bannon-hipp|NA","-88.924468|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0027054MOR","41.835285|bannon-hipp|NA","-86.62354|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/2 sec left larger uncertainty because of area size|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","404|bannon-hipp|NA"
"0027055MOR","42.137531|bannon-hipp|NA","-88.093994|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","196|bannon-hipp|NA"
"0027056MOR","41.506146|bannon-hipp|NA","-87.6356|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","1275|bannon-hipp|NA"
"0027057MOR","42.150283|bannon-hipp|NA","-87.782283|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0027058MOR","41.635354|bannon-hipp|NA","-87.550243|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","186|bannon-hipp|NA"
"0027059MOR","42.015523|bannon-hipp|NA","-88.255071|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","116|bannon-hipp|NA"
"0027060MOR","42.055523|bannon-hipp|NA","-87.883571|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","117|bannon-hipp|NA"
"0027061MOR","41.562612|bannon-hipp|NA","-87.590561|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0027062MOR","41.983311|bannon-hipp|NA","-87.755425|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","192|bannon-hipp|NA"
"0027063MOR","41.784206|bannon-hipp|NA","-86.717103|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","181|bannon-hipp|NA"
"0027064MOR","42.090572|bannon-hipp|NA","-88.718883|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","238|bannon-hipp|NA"
"0027065MOR","41.81252|bannon-hipp|NA","-88.047817|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0027066MOR","41.819428|bannon-hipp|NA","-88.070476|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","99|bannon-hipp|NA"
"0027067MOR","41.815751|bannon-hipp|NA","-88.051443|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","181|bannon-hipp|NA"
"0027068MOR","41.820676|bannon-hipp|NA","-88.079939|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","191|bannon-hipp|NA"
"0027069MOR","41.816934|bannon-hipp|NA","-88.044898|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","302|bannon-hipp|NA"
"0027070MOR","41.81124|bannon-hipp|NA","-88.061206|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","217|bannon-hipp|NA"
"0027071MOR","41.816806|bannon-hipp|NA","-88.043997|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","465|bannon-hipp|NA"
"0027072MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","172|bannon-hipp|NA"
"0027073MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","142|bannon-hipp|NA"
"0027074MOR","41.813543|bannon-hipp|NA","-88.050477|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","91|bannon-hipp|NA"
"0027075MOR","41.81623|bannon-hipp|NA","-88.056829|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0027076MOR","39.017389|bannon-hipp|NA","-88.120787|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0027077MOR","41.305905|bannon-hipp|NA","-88.577625|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0027078MOR","41.000692|bannon-hipp|NA","-87.550982|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","213|bannon-hipp|NA"
"0027079MOR","41.204463|bannon-hipp|NA","-87.984228|bannon-hipp|NA","WGS84|bannon-hipp|NA","Andrew & Louise|bannon-hipp|NA","Based mapping of state park at Rock Creek|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0027080MOR","41.203462|bannon-hipp|NA","-87.98209|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0027081MOR","41.51889|bannon-hipp|NA","-87.456821|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise|bannon-hipp|NA","based on 1/4 sec desc.|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","479|bannon-hipp|NA"
"0027082MOR","41.63283|bannon-hipp|NA","-88.528579|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","116|bannon-hipp|NA"
"0027083MOR","42.276302|bannon-hipp|NA","-87.833097|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","168|bannon-hipp|NA"
"0027084MOR","41.322365|bannon-hipp|NA","-88.271747|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0027085MOR","41.157789|bannon-hipp|NA","-86.973246|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","212|bannon-hipp|NA"
"0027086MOR","41.998581|bannon-hipp|NA","-88.354322|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0027087MOR","42.35484|bannon-hipp|NA","-88.164557|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0027088MOR","42.615637|bannon-hipp|NA","-87.823806|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","196|bannon-hipp|NA"
"0027089MOR","42.315483|bannon-hipp|NA","-88.22549|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","159|bannon-hipp|NA"
"0027090MOR","41.575087|bannon-hipp|NA","-87.955257|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0027091MOR","41.74856|bannon-hipp|NA","-86.739773|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","140|bannon-hipp|NA"
"0027092MOR","42.308316|bannon-hipp|NA","-88.225134|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","192|bannon-hipp|NA"
"0027093MOR","40.957253|bannon-hipp|NA","-87.5154|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise|bannon-hipp|NA","based on collectors desc. & 1/4 sec|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","206|bannon-hipp|NA"
"0027094MOR","41.647652|bannon-hipp|NA","-87.069987|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and lee|bannon-hipp|NA","based on collectors desc. & 1/4 sec corrected|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","185|bannon-hipp|NA"
"0027095MOR","41.686973|bannon-hipp|NA","-86.951821|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louis and Andrew|bannon-hipp|NA","We're assuming ""Main Ave"" is an error, for ""Maine Ave.""; appears to be correct based on Google Maps search|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","131|bannon-hipp|NA"
"0027096MOR","41.42341|bannon-hipp|NA","-86.479987|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","219|bannon-hipp|NA"
"0027097MOR","41.651852|bannon-hipp|NA","-86.367762|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0027098MOR","41.627033|bannon-hipp|NA","-87.090296|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0027099MOR","42.625066|bannon-hipp|NA","-88.654572|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","185|bannon-hipp|NA"
"0027100MOR","42.830848|bannon-hipp|NA","-88.475987|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","208|bannon-hipp|NA"
"0027101MOR","41.577991|bannon-hipp|NA","-87.954581|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","161|bannon-hipp|NA"
"0027102MOR","41.646159|bannon-hipp|NA","-86.267507|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","565|bannon-hipp|NA"
"0027103MOR","41.785848|bannon-hipp|NA","-86.718484|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","295|bannon-hipp|NA"
"0027104MOR","41.74567|bannon-hipp|NA","-86.756038|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","640|bannon-hipp|NA"
"0027105MOR","42.181974|bannon-hipp|NA","-87.788457|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","747|bannon-hipp|NA"
