"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0001563MOR","41.814658|bannon-hipp|NA","-88.057912|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","209|bannon-hipp|NA"
"0001564MOR","41.817072|bannon-hipp|NA","-88.041132|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0001578MOR","41.811591|bannon-hipp|NA","-88.038375|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","150|bannon-hipp|NA"
"0001731MOR","41.816457|bannon-hipp|NA","-88.044812|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","115|bannon-hipp|NA"
"0001741MOR","41.820871|bannon-hipp|NA","-88.049855|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0001748MOR","41.82522|bannon-hipp|NA","-88.049662|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0001806MOR","41.8158|bannon-hipp|NA","-88.038396|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0001808MOR","41.816248|bannon-hipp|NA","-88.037849|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0001827MOR","40.777537|Fertig, Walter|NA","-87.162413|Fertig, Walter|NA","","Fertig|Fertig, Walter|NA","","","100|Fertig, Walter|NA"
"0001868MOR","41.81668|bannon-hipp|NA","-88.046604|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","127|bannon-hipp|NA"
"0001869MOR","41.813729|bannon-hipp|NA","-88.079187|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","106|bannon-hipp|NA"
"0001870MOR","41.813545|bannon-hipp|NA","-88.071151|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","94|bannon-hipp|NA"
"0001883MOR","41.787185|bannon-hipp|NA","-88.024303|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0001884MOR","41.824908|bannon-hipp|NA","-88.053481|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","148|bannon-hipp|NA"
"0001890MOR","40.777537|Fertig, Walter|NA","-87.162413|Fertig, Walter|NA","","Fertig|Fertig, Walter|NA","","","100|Fertig, Walter|NA"
"0001917MOR","41.956863|bannon-hipp|NA","-88.129175|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","285|bannon-hipp|NA"
"0001967MOR","41.55015|Fertig, Walter|NA","-87.07472|Fertig, Walter|NA","WGS84|Fertig, Walter|NA","","","",""
"0001968MOR","41.67211|Fertig, Walter|NA","-86.35069|Fertig, Walter|NA","WGS84|Fertig, Walter|NA","","","",""
"0002013MOR","41.819812|bannon-hipp|NA","-88.060262|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0002016MOR","41.818239|bannon-hipp|NA","-88.06704|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","95|bannon-hipp|NA"
"0002017MOR","41.816848|bannon-hipp|NA","-88.046787|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","150|bannon-hipp|NA"
"0002018MOR","41.753186|bannon-hipp|NA","-87.973839|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","147|bannon-hipp|NA"
"0002021MOR","41.818841|bannon-hipp|NA","-88.064352|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","109|bannon-hipp|NA"
"0002025MOR","41.811603|bannon-hipp|NA","-88.071205|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","197|bannon-hipp|NA"
"0002035MOR","41.818023|bannon-hipp|NA","-88.065079|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","155|bannon-hipp|NA"
"0002038MOR","41.812027|bannon-hipp|NA","-88.069005|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","106|bannon-hipp|NA"
"0002060MOR","41.813298|bannon-hipp|NA","-88.081419|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0002061MOR","41.814417|bannon-hipp|NA","-88.039319|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","212|bannon-hipp|NA"
"0002142MOR","41.815076|bannon-hipp|NA","-88.079123|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","150|bannon-hipp|NA"
"0002226MOR","41.8158|bannon-hipp|NA","-88.038396|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0002227MOR","41.818341|bannon-hipp|NA","-88.054082|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0002246MOR","41.820787|bannon-hipp|NA","-88.171935|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","206|bannon-hipp|NA"
"0002296MOR","41.805742|bannon-hipp|NA","-88.180693|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0002297MOR","41.805742|bannon-hipp|NA","-88.180693|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0002320MOR","41.814801|bannon-hipp|NA","-88.051071|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0002321MOR","41.813543|bannon-hipp|NA","-88.091933|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0002322MOR","41.815217|bannon-hipp|NA","-88.080425|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","101|bannon-hipp|NA"
"0002343MOR","41.812634|bannon-hipp|NA","-88.092177|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0002346MOR","41.70464|bannon-hipp|NA","-87.966226|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","209|bannon-hipp|NA"
"0002378MOR","31.202384|bannon-hipp|NA","-85.34355|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","186|bannon-hipp|NA"
"0002381MOR","41.814855|bannon-hipp|NA","-88.052108|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0002382MOR","41.811144|bannon-hipp|NA","-88.061335|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0002383MOR","41.816608|bannon-hipp|NA","-88.046336|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","125|bannon-hipp|NA"
"0002444MOR","41.816337|bannon-hipp|NA","-88.037441|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0002445MOR","41.818085|bannon-hipp|NA","-88.059232|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0002446MOR","41.820302|bannon-hipp|NA","-88.071634|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","98|bannon-hipp|NA"
"0002449MOR","41.889358|bannon-hipp|NA","-88.21865|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","403|bannon-hipp|NA"
"0002469MOR","41.81636|bannon-hipp|NA","-88.038321|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0002470MOR","41.814649|bannon-hipp|NA","-88.048041|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","101|bannon-hipp|NA"
"0002501MOR","41.769354|bannon-hipp|NA","-87.959741|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","104|bannon-hipp|NA"
"0002530MOR","41.778895|bannon-hipp|NA","-88.088465|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0002567MOR","41.814545|bannon-hipp|NA","-88.048332|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","153|bannon-hipp|NA"
"0002568MOR","41.786908|bannon-hipp|NA","-87.955407|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0002594MOR","41.692491|bannon-hipp|NA","-87.972371|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","190|bannon-hipp|NA"
"0002599MOR","41.815377|bannon-hipp|NA","-88.046737|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0002601MOR","41.81524|bannon-hipp|NA","-88.054071|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0002634MOR","41.815076|bannon-hipp|NA","-88.079123|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","150|bannon-hipp|NA"
"0002635MOR","41.814994|bannon-hipp|NA","-88.081473|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","51|bannon-hipp|NA"
"0002636MOR","41.916666|bannon-hipp|NA","-88.0122|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0002696MOR","41.824581|bannon-hipp|NA","-88.05331|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0002721MOR","41.812072|bannon-hipp|NA","-88.068545|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0002723MOR","41.811316|bannon-hipp|NA","-88.142259|bannon-hipp|NA","WGS84|bannon-hipp|NA","","","GeoLocate|bannon-hipp|NA","197|bannon-hipp|NA"
"0002743MOR","41.690153|bannon-hipp|NA","-87.994697|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","216|bannon-hipp|NA"
"0002812MOR","41.818085|bannon-hipp|NA","-88.059232|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0002813MOR","41.8158|bannon-hipp|NA","-88.038396|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0002814MOR","41.81704|bannon-hipp|NA","-88.07422|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0002825MOR","41.818331|bannon-hipp|NA","-88.04394|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","106|bannon-hipp|NA"
"0002826MOR","41.815142|bannon-hipp|NA","-88.059661|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0002827MOR","41.815718|bannon-hipp|NA","-88.059318|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","197|bannon-hipp|NA"
"0002849MOR","41.822133|bannon-hipp|NA","-88.055552|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0002850MOR","41.81535|bannon-hipp|NA","-88.059532|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0002872MOR","41.817696|bannon-hipp|NA","-88.067332|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","150|bannon-hipp|NA"
"0002900MOR","41.70286|bannon-hipp|NA","-87.96249|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","403|bannon-hipp|NA"
"0002931MOR","41.813285|bannon-hipp|NA","-88.079544|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","96|bannon-hipp|NA"
"0002936MOR","41.815569|bannon-hipp|NA","-88.085764|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","101|bannon-hipp|NA"
"0002949MOR","41.819013|bannon-hipp|NA","-88.058288|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","135|bannon-hipp|NA"
"0002958MOR","41.8249|bannon-hipp|NA","-88.05022|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0002992MOR","41.817541|bannon-hipp|NA","-88.06303|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0003014MOR","41.81967|bannon-hipp|NA","-88.079437|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","47|bannon-hipp|NA"
"0003026MOR","41.797378|bannon-hipp|NA","-88.181195|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","496|bannon-hipp|NA"
"0003027MOR","41.8197|bannon-hipp|NA","-88.079476|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","50|bannon-hipp|NA"
"0003064MOR","41.812946|bannon-hipp|NA","-88.092055|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","148|bannon-hipp|NA"
"0003065MOR","41.816337|bannon-hipp|NA","-88.037441|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0003066MOR","41.814923|bannon-hipp|NA","-88.037135|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","198|bannon-hipp|NA"
"0003067MOR","41.755164|bannon-hipp|NA","-88.136198|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0003068MOR","41.779002|bannon-hipp|NA","-88.135179|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","206|bannon-hipp|NA"
"0003070MOR","41.816337|bannon-hipp|NA","-88.037441|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0003071MOR","41.813906|bannon-hipp|NA","-88.092073|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","198|bannon-hipp|NA"
"0003072MOR","41.812634|bannon-hipp|NA","-88.092177|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","201|bannon-hipp|NA"
"0003085MOR","41.900124|bannon-hipp|NA","-87.961077|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0003087MOR","41.900124|bannon-hipp|NA","-87.960734|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0003088MOR","41.687702|bannon-hipp|NA","-88.163685|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0003132MOR","41.812866|bannon-hipp|NA","-88.080957|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0003140MOR","41.881359|bannon-hipp|NA","-88.183709|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","197|bannon-hipp|NA"
"0003176MOR","41.697109|bannon-hipp|NA","-87.964346|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","192|bannon-hipp|NA"
"0003191MOR","41.896156|bannon-hipp|NA","-87.98607|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","197|bannon-hipp|NA"
"0003277MOR","41.687191|bannon-hipp|NA","-88.002712|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","112|bannon-hipp|NA"
"0003290MOR","41.705408|bannon-hipp|NA","-87.965011|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0003314MOR","41.799245|bannon-hipp|NA","-88.04943|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise & Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","206|bannon-hipp|NA"
