"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0059807MOR","52.45435|Bannon, Lee|NA","13.305186|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0059809MOR","52.453133|Bannon, Lee|NA","13.305805|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0059813MOR","45.128259|Bannon, Lee|NA","8.461633|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1006|Bannon, Lee|NA"
"0059819MOR","38.528994|Bannon, Lee|NA","-121.762232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","213|Bannon, Lee|NA"
"0059822MOR","38.529397|Bannon, Lee|NA","-121.762061|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","208|Bannon, Lee|NA"
"0059825MOR","38.529062|Bannon, Lee|NA","-121.761803|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0059830MOR","38.52933|Bannon, Lee|NA","-121.761631|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","209|Bannon, Lee|NA"
"0059873MOR","","","","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2289|Bannon, Lee|NA"
"0059874MOR","31.517551|Bannon, Lee|NA","-81.201936|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2005|Bannon, Lee|NA"
"0059875MOR","30.303375|Bannon, Lee|NA","-87.689318|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","163|Bannon, Lee|NA"
"0059876MOR","30.316158|Bannon, Lee|NA","-87.422814|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","220|Bannon, Lee|NA"
"0059877MOR","29.903264|Bannon, Lee|NA","-83.647284|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2072|Bannon, Lee|NA"
"0059878MOR","30.326144|Bannon, Lee|NA","-87.286093|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","188|Bannon, Lee|NA"
"0059879MOR","33.341244|Bannon, Lee|NA","-86.506665|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1922|Bannon, Lee|NA"
"0059880MOR","34.014888|Bannon, Lee|NA","-87.362251|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","495|Bannon, Lee|NA"
"0059881MOR","32.265973|Bannon, Lee|NA","-86.788593|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1895|Bannon, Lee|NA"
"0059882MOR","33.498917|Bannon, Lee|NA","-85.90263|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059883MOR","33.849539|Bannon, Lee|NA","-85.550023|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","231|Bannon, Lee|NA"
"0059884MOR","34.175846|Bannon, Lee|NA","-86.562878|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059885MOR","34.022841|Bannon, Lee|NA","-85.616056|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","550|Bannon, Lee|NA"
"0059886MOR","34.014888|Bannon, Lee|NA","-87.362251|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","495|Bannon, Lee|NA"
"0059887MOR","33.540415|Bannon, Lee|NA","-87.686529|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059888MOR","33.058812|Bannon, Lee|NA","-85.522079|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/believe rt 17 is rt 147|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1949|Bannon, Lee|NA"
"0059889MOR","34.562269|Bannon, Lee|NA","-87.587842|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","593|Bannon, Lee|NA"
"0059890MOR","34.254043|Bannon, Lee|NA","-86.495904|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","215|Bannon, Lee|NA"
"0059891MOR","33.814568|Bannon, Lee|NA","-85.724189|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","217|Bannon, Lee|NA"
"0059892MOR","34.590368|Bannon, Lee|NA","-87.742576|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2010|Bannon, Lee|NA"
"0059902MOR","40.143639|Bannon, Lee|NA","-87.746689|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059903MOR","34.388224|Bannon, Lee|NA","-94.067936|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1980|Bannon, Lee|NA"
"0059912MOR","41.594064|Bannon, Lee|NA","-74.58402|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","851|Bannon, Lee|NA"
"0059913MOR","41.593331|Bannon, Lee|NA","-74.584286|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0059956MOR","42.267158|Bannon, Lee|NA","-87.833396|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0059957MOR","42.267158|Bannon, Lee|NA","-87.833396|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0060045MOR","43.075373|Bannon, Lee|NA","-89.779089|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","226|Bannon, Lee|NA"
"0060059MOR","43.075373|Bannon, Lee|NA","-89.779089|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0060085MOR","37.5183|Bannon, Lee|NA","-88.758697|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","215|Bannon, Lee|NA"
"0060086MOR","38.810369|Bannon, Lee|NA","-89.991523|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collector's discription|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","56|Bannon, Lee|NA"
"0060087MOR","37.690135|Bannon, Lee|NA","-88.391195|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","209|Bannon, Lee|NA"
"0060088MOR","37.521697|Bannon, Lee|NA","-88.705171|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","177|Bannon, Lee|NA"
"0060090MOR","32.211118|Bannon, Lee|NA","-87.00864|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1986|Bannon, Lee|NA"
"0060091MOR","32.244225|Bannon, Lee|NA","-87.512979|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1928|Bannon, Lee|NA"
"0060092MOR","32.206252|Bannon, Lee|NA","-87.013876|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2015|Bannon, Lee|NA"
"0060093MOR","32.236939|Bannon, Lee|NA","-86.787767|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2081|Bannon, Lee|NA"
"0060094MOR","31.148853|Bannon, Lee|NA","-86.481415|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2014|Bannon, Lee|NA"
"0060096MOR","30.248815|Bannon, Lee|NA","-88.086932|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","392|Bannon, Lee|NA"
"0060097MOR","32.244225|Bannon, Lee|NA","-87.512979|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1928|Bannon, Lee|NA"
"0060098MOR","32.206252|Bannon, Lee|NA","-87.013876|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2015|Bannon, Lee|NA"
"0060099MOR","32.236939|Bannon, Lee|NA","-86.787767|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2081|Bannon, Lee|NA"
"0060100MOR","33.661231|Bannon, Lee|NA","-93.832684|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1993|Bannon, Lee|NA"
"0060101MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2060|Bannon, Lee|NA"
"0060102MOR","33.661231|Bannon, Lee|NA","-93.832684|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2031|Bannon, Lee|NA"
"0060103MOR","33.661231|Bannon, Lee|NA","-93.832684|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1993|Bannon, Lee|NA"
"0060104MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1936|Bannon, Lee|NA"
"0060105MOR","33.661231|Bannon, Lee|NA","-93.832684|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2031|Bannon, Lee|NA"
"0060106MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1936|Bannon, Lee|NA"
"0060107MOR","31.573553|Bannon, Lee|NA","-84.150827|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2003|Bannon, Lee|NA"
"0060108MOR","32.021223|Bannon, Lee|NA","-92.019548|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1012|Bannon, Lee|NA"
"0060109MOR","38.722529|Bannon, Lee|NA","-82.518927|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1022|Bannon, Lee|NA"
"0060117MOR","38.722529|Bannon, Lee|NA","-82.518927|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1022|Bannon, Lee|NA"
"0060118MOR","38.722529|Bannon, Lee|NA","-82.518927|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1054|Bannon, Lee|NA"
"0060131MOR","42.408197|Bannon, Lee|NA","-90.112988|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0060132MOR","42.011476|Bannon, Lee|NA","-89.280684|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","99|Bannon, Lee|NA"
"0060133MOR","41.927902|Bannon, Lee|NA","-89.645589|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors descripton/believe should be Polo Rd|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0060136MOR","42.01165|Bannon, Lee|NA","-89.282607|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","209|Bannon, Lee|NA"
"0060146MOR","44.482837|Bannon, Lee|NA","-89.55477|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","166|Bannon, Lee|NA"
"0060147MOR","41.90507|Hipp, Andrew|NA","-89.495019|Hipp, Andrew|NA","WGS84|Hipp, Andrew|NA","Louise & Lee|Hipp, Andrew|NA","based on collectors description|Hipp, Andrew|NA","GeoLocate|Hipp, Andrew|NA","149|Hipp, Andrew|NA"
"0060148MOR","41.898398|Bannon, Lee|NA","-89.869914|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","l|Bannon, Lee|NA","based on Collectors descripton|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0060158MOR","44.220652|Bannon, Lee|NA","-89.868041|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","","","GeoLocate|Bannon, Lee|NA","97|Bannon, Lee|NA"
"0060159MOR","43.387318|Bannon, Lee|NA","-89.766178|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","177|Bannon, Lee|NA"
"0060161MOR","37.521023|Bannon, Lee|NA","-88.69564|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","301|Bannon, Lee|NA"
"0060162MOR","37.521439|Bannon, Lee|NA","-88.658036|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0060191MOR","35.054411|Bannon, Lee|NA","-83.203415|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description/believe Macon Cty.|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1996|Bannon, Lee|NA"
"0060192MOR","35.904721|Bannon, Lee|NA","-79.048021|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","400|Bannon, Lee|NA"
"0060193MOR","35.904024|Bannon, Lee|NA","-79.048291|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","920|Bannon, Lee|NA"
"0060194MOR","35.464429|Bannon, Lee|NA","-78.899956|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description/believe Harnett Cty.|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1731|Bannon, Lee|NA"
"0060195MOR","42.277156|Bannon, Lee|NA","-71.091895|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1996|Bannon, Lee|NA"
"0060196MOR","41.74672|Bannon, Lee|NA","-85.719549|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0060197MOR","34.855202|Bannon, Lee|NA","-83.178007|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","370|Bannon, Lee|NA"
"0060198MOR","15.529669|Bannon, Lee|NA","-91.605681|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2013|Bannon, Lee|NA"
"0060199MOR","15.317465|Bannon, Lee|NA","-91.502125|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","220|Bannon, Lee|NA"
"0060200MOR","14.639158|Bannon, Lee|NA","-90.609863|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0060201MOR","36.569016|Bannon, Lee|NA","-80.354898|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2000|Bannon, Lee|NA"
"0060202MOR","35.694744|Bannon, Lee|NA","-83.483385|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2032|Bannon, Lee|NA"
"0060206MOR","14.731546|Bannon, Lee|NA","-90.967093|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","226|Bannon, Lee|NA"
"0060207MOR","14.639158|Bannon, Lee|NA","-90.609863|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0060208MOR","14.633333|Bannon, Lee|NA","-90.606389|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0060209MOR","33.908658|Bannon, Lee|NA","104.54348|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2049|Bannon, Lee|NA"
"0060210MOR","45.390169|Bannon, Lee|NA","141.649704|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","987|Bannon, Lee|NA"
"0060211MOR","31.70932|Bannon, Lee|NA","-98.991161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1934|Bannon, Lee|NA"
"0060212MOR","31.70932|Bannon, Lee|NA","-98.991161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1934|Bannon, Lee|NA"
"0060213MOR","31.70932|Bannon, Lee|NA","-98.991161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1934|Bannon, Lee|NA"
"0060214MOR","31.70932|Bannon, Lee|NA","-98.990474|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1959|Bannon, Lee|NA"
"0060215MOR","28.827727|Bannon, Lee|NA","-95.832648|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2013|Bannon, Lee|NA"
"0060216MOR","32.552074|Bannon, Lee|NA","-98.498109|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2076|Bannon, Lee|NA"
"0060217MOR","32.785365|Bannon, Lee|NA","-96.806667|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","10417|Bannon, Lee|NA"
"0060218MOR","30.097986|Bannon, Lee|NA","-98.42141|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2001|Bannon, Lee|NA"
"0060219MOR","29.701816|Bannon, Lee|NA","-101.368408|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0060220MOR","37.43301|Bannon, Lee|NA","-89.329447|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0060222MOR","36.756483|Bannon, Lee|NA","-90.392459|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2054|Bannon, Lee|NA"
"0060287MOR","37.634218|Bannon, Lee|NA","-91.257589|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","800|Bannon, Lee|NA"
"0060288MOR","37.597791|Bannon, Lee|NA","-90.628163|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2027|Bannon, Lee|NA"
"0060289MOR","37.597791|Bannon, Lee|NA","-90.628163|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2027|Bannon, Lee|NA"
